feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,outlier
0.01929848,0.020927347,0.06496211,0.62619895,0.09511041,0.036248688,0.024347566,0.041946486,0.026530966,0.04442908,1
0.17152664,0.05505096,0.16910191,0.25917414,0.12618537,0.04933174,0.03216101,0.023148408,0.06215697,0.05216282,1
0.04395023,0.020180823,0.041472007,0.71059096,0.058522917,0.025199063,0.026104627,0.030000472,0.025725432,0.01825349,1
0.13783588,0.10911379,0.088213354,0.15085015,0.06629545,0.09632465,0.062643245,0.0816325,0.11134841,0.09574258,1
0.13188331,0.013695006,0.04702757,0.07369776,0.03978502,0.17479192,0.023232851,0.113803595,0.28339288,0.098690115,1
0.1787305,0.03269546,0.05593272,0.13931993,0.09703146,0.03623014,0.3217203,0.057913348,0.01880468,0.061621483,1
0.04178037,0.054129858,0.121684544,0.09302332,0.068057604,0.31707233,0.099828266,0.0492792,0.02846945,0.12667507,1
0.035117008,0.07304224,0.23243982,0.1878926,0.025824737,0.28457165,0.036279567,0.025311846,0.048326217,0.05119439,1
0.06037339,0.06978185,0.051713694,0.13943136,0.1669988,0.05797358,0.29519504,0.03344861,0.07122752,0.053856075,1
0.075924486,0.043422807,0.091547325,0.13684642,0.06831771,0.1551428,0.020591237,0.123564824,0.09691138,0.187731,1
0.10979323,0.18494646,0.2955653,0.031602073,0.027229983,0.07163888,0.052587394,0.039171148,0.09437728,0.093088195,1
0.18252692,0.04215785,0.10889093,0.26313615,0.13713162,0.0732893,0.033363312,0.042118017,0.04163797,0.075747974,1
0.020668365,0.016501276,0.049155537,0.5925866,0.06054656,0.05781783,0.027541295,0.011807778,0.12939256,0.033982243,1
0.15393475,0.056007676,0.09189676,0.15015975,0.09168023,0.06728594,0.1130714,0.08530105,0.116371185,0.07429127,1
0.057503927,0.03510045,0.13199861,0.26140958,0.07475802,0.06617756,0.15225875,0.07379956,0.04803019,0.098963365,1
0.06618231,0.05948801,0.22572644,0.047008578,0.22738294,0.058173716,0.029868351,0.13753976,0.11481185,0.033818085,1
0.07479446,0.047300074,0.11120958,0.33919644,0.10545355,0.026886271,0.11921457,0.073198386,0.062266417,0.040480223,1
0.045071375,0.04073997,0.031069545,0.08951671,0.050163995,0.042107087,0.59849906,0.020645576,0.039524958,0.042661794,1
0.04621752,0.05675915,0.24072222,0.07638648,0.23569123,0.060140107,0.037849236,0.07366318,0.097606905,0.07496392,1
0.017475292,0.018506976,0.17546314,0.39235133,0.13514028,0.07654905,0.024135547,0.043296173,0.055165805,0.061916467,1
0.13002853,0.04948955,0.11947917,0.11998164,0.07455179,0.040684413,0.10993201,0.06252081,0.22599736,0.06733479,1
0.2547602,0.026250843,0.01684495,0.012320139,0.2984249,0.026115011,0.029822707,0.02521121,0.27503008,0.03521991,1
0.3126763,0.07855257,0.101398915,0.024607232,0.124364175,0.082209036,0.036813967,0.09821756,0.060761243,0.08039894,1
0.0335367,0.07049299,0.1287226,0.036475625,0.09304945,0.343264,0.041531242,0.045472905,0.14562006,0.06183446,1
0.038928114,0.031442847,0.09066954,0.43645865,0.08370649,0.038149662,0.03605967,0.051437907,0.14721173,0.04593542,1
0.13933504,0.028800966,0.34262604,0.12009489,0.07749423,0.042731058,0.01859383,0.06694774,0.13777271,0.025603496,1
0.018807935,0.08432476,0.020408925,0.035214394,0.01761979,0.40626323,0.16444178,0.0090766605,0.21246922,0.03137322,1
0.30875227,0.042716015,0.0130533865,0.023988264,0.12629384,0.06437174,0.055428956,0.09731404,0.11474549,0.15333602,1
0.07499561,0.028507652,0.04543755,0.29562718,0.0439385,0.018012945,0.37650314,0.045909993,0.04628372,0.024783645,1
0.06312827,0.061497483,0.39909723,0.063532166,0.06595645,0.034006573,0.12374821,0.013769819,0.088685006,0.08657881,1
0.03454551,0.039378226,0.060154896,0.5540531,0.032500293,0.05842323,0.07129862,0.07331848,0.022419162,0.05390851,1
0.0620974,0.07028099,0.24134098,0.18869,0.102212176,0.09373533,0.051401567,0.03981844,0.07915276,0.07127031,1
0.07657752,0.04242061,0.08330825,0.06419532,0.15072864,0.028822388,0.44074073,0.020913577,0.058007374,0.034285646,1
0.059520088,0.080299295,0.076852344,0.329757,0.107193194,0.15755385,0.046075895,0.03691653,0.059131384,0.04670038,1
0.17853956,0.09074688,0.09135353,0.027559305,0.03335866,0.066580564,0.32342923,0.031449225,0.042773332,0.114209756,1
0.13839225,0.03987373,0.09172813,0.20853566,0.029155936,0.08583619,0.0627444,0.053118072,0.1853165,0.10529906,1
0.09024696,0.055199213,0.25653738,0.18209638,0.11914272,0.040211502,0.11673118,0.033247974,0.059314832,0.047271915,1
0.02279102,0.06529553,0.17571147,0.031077946,0.05298502,0.40541285,0.058344226,0.043130092,0.05588265,0.08936922,1
0.048396423,0.077114165,0.2404347,0.015558645,0.07783275,0.09270221,0.07127533,0.26256388,0.055130992,0.058990873,1
0.037342582,0.032434367,0.11201801,0.23249385,0.04598977,0.2942545,0.07606391,0.04020313,0.030284647,0.098915204,1
0.029906742,0.09304008,0.17181109,0.15905623,0.10340968,0.17659079,0.04441288,0.05572628,0.08655403,0.07949219,1
0.0449466,0.010937427,0.2897484,0.13664927,0.11849129,0.059620302,0.008115119,0.014940348,0.24487124,0.071679994,1
0.06598954,0.14017889,0.109883904,0.26368353,0.053234708,0.15258437,0.029923243,0.05056716,0.08143473,0.05251992,1
0.010119233,0.008861559,0.04026984,0.03384443,0.015231562,0.03120512,0.8266498,0.0060046944,0.014104213,0.013709648,1
0.039322145,0.06335376,0.2236677,0.15371564,0.031053945,0.18773204,0.111296505,0.06550571,0.057553384,0.06679915,1
0.07940388,0.05095053,0.49746063,0.11701756,0.05848758,0.019664284,0.027658742,0.02976706,0.037371144,0.08221862,1
0.16556716,0.063623734,0.09823771,0.050395623,0.04342729,0.097313695,0.02953792,0.030267734,0.37148398,0.050145157,1
0.06978558,0.07450156,0.16895589,0.016418485,0.25721815,0.030444246,0.23190841,0.022620328,0.041491434,0.08665589,1
0.14928927,0.05772314,0.031311203,0.35212076,0.079496615,0.04202556,0.03982497,0.088505894,0.08075431,0.07894827,1
0.04032584,0.034552086,0.07530382,0.31958497,0.071427375,0.097094394,0.021020817,0.080618486,0.10361412,0.15645815,1
0.061960638,0.0584856,0.1794636,0.027179165,0.146682,0.15922828,0.03857552,0.1220986,0.12140385,0.08492275,1
0.050633337,0.051985536,0.14693442,0.1976268,0.18747142,0.08900957,0.07206418,0.05127758,0.026044438,0.12695278,1
0.07324224,0.08229298,0.07975453,0.28420627,0.061055962,0.23748232,0.06809712,0.028826568,0.042381164,0.04266091,1
0.13928778,0.06698772,0.06182676,0.114210226,0.07470031,0.089034304,0.09007173,0.18630213,0.04559917,0.13197985,1
0.06981291,0.044319093,0.45462304,0.09421907,0.08237172,0.13722596,0.01061709,0.033522762,0.04432074,0.028967531,1
0.09292124,0.045730356,0.04611815,0.27676684,0.12839653,0.1259523,0.05292788,0.07030912,0.06522403,0.095653586,1
0.061657622,0.043237608,0.18218584,0.033197936,0.21281026,0.08159236,0.14312048,0.052261826,0.131321,0.05861504,1
0.05774758,0.043088257,0.039248146,0.06576328,0.051573694,0.03930425,0.55905944,0.03297626,0.077449456,0.033789665,1
0.05930274,0.037532892,0.2866949,0.037662577,0.07243177,0.04583748,0.17895721,0.099059485,0.10215498,0.080365956,1
0.042860907,0.02958082,0.16176127,0.027963415,0.43448848,0.015271736,0.13066407,0.019903265,0.07880557,0.058700588,1
0.076168984,0.052882418,0.4079204,0.055197008,0.09933187,0.06098039,0.13250737,0.029343477,0.037256677,0.04841135,1
0.07373746,0.13976642,0.08904142,0.10807819,0.086998984,0.17335491,0.052127343,0.063211285,0.036390368,0.17729358,1
0.07763504,0.015505789,0.13097543,0.017903304,0.01013998,0.026873691,0.014964268,0.6252219,0.02748139,0.053299103,1
0.22729388,0.1354752,0.038924348,0.08228961,0.23604989,0.0538297,0.045630485,0.041898552,0.05784565,0.08076268,1
0.17027628,0.09484481,0.05293881,0.14106335,0.14810172,0.083278455,0.072893865,0.0704914,0.10248185,0.063629456,1
0.11396587,0.087226845,0.12489856,0.265872,0.046372145,0.0370922,0.121260755,0.11951546,0.039542418,0.044253804,1
0.08668588,0.11019693,0.18748808,0.09221182,0.04870058,0.16616438,0.052000094,0.07112447,0.054724682,0.13070302,1
0.05736354,0.05745642,0.07758323,0.08597635,0.13124636,0.11998394,0.24416265,0.063344456,0.06594532,0.096937686,1
0.07851965,0.034971256,0.13699752,0.26018158,0.07581763,0.09798522,0.019823276,0.087400354,0.09680791,0.1114956,1
0.1346502,0.05470414,0.0745055,0.1765777,0.07406268,0.06549231,0.16352257,0.1469502,0.02897224,0.08056247,1
0.26220077,0.048912298,0.09326438,0.05413928,0.123991095,0.038768608,0.16633268,0.09349124,0.06864026,0.05025934,1
0.05957922,0.01947362,0.018332038,0.011699653,0.120216325,0.04459314,0.6627199,0.021614246,0.013913193,0.027858648,1
0.032376513,0.115387045,0.25643584,0.08718822,0.07776704,0.15750983,0.07951094,0.043939985,0.10059685,0.049287733,1
0.24077515,0.030913355,0.20481744,0.15274358,0.08256868,0.06517104,0.031896375,0.035473272,0.09168325,0.063957766,1
0.028957153,0.11494839,0.016609717,0.030319415,0.007509934,0.25620085,0.19998208,0.012678304,0.30801892,0.024775265,1
0.06377629,0.10129247,0.09819025,0.04142737,0.06338329,0.15094398,0.10094907,0.14410639,0.046128668,0.18980226,1
0.046160914,0.032834385,0.029826388,0.04551157,0.16642581,0.04941411,0.4638234,0.04109457,0.06724887,0.057659984,1
0.04712703,0.044979718,0.12146595,0.02266753,0.22685339,0.062236845,0.25971705,0.05581601,0.037689984,0.121446475,1
0.057434686,0.02977591,0.28509817,0.05851892,0.05601657,0.07441435,0.044556156,0.10746415,0.067402996,0.21931809,1
0.019189857,0.04704586,0.28040394,0.14429061,0.03758073,0.2860921,0.029318944,0.030876856,0.089556426,0.03564468,1
0.053996883,0.0505388,0.27918512,0.05266937,0.049395017,0.23931465,0.09474591,0.038631234,0.07873892,0.062784076,1
0.06504577,0.03690288,0.11736418,0.39690295,0.028280543,0.052709036,0.090885565,0.0811238,0.055758785,0.07502649,1
0.037136618,0.15955465,0.10797982,0.070062116,0.06323817,0.10406964,0.083663955,0.15178049,0.060721513,0.16179302,1
0.28392887,0.03831085,0.14164269,0.17917252,0.06771429,0.14573209,0.025280843,0.018459832,0.054305874,0.045452174,1
0.112652734,0.075674415,0.119662344,0.1549864,0.061767686,0.06839905,0.08283452,0.062460426,0.1462935,0.115268946,1
0.05002345,0.09295242,0.13700336,0.04781072,0.032460492,0.1382959,0.19068637,0.051100895,0.17314327,0.086523086,1
0.1380856,0.4712842,0.031478297,0.03164289,0.06227804,0.09126227,0.051286217,0.04119943,0.024024067,0.05745901,1
0.04611417,0.030567018,0.025004975,0.01236362,0.049906056,0.042739637,0.70751256,0.014473867,0.02202282,0.049295254,1
0.09187317,0.029784422,0.100713864,0.47999388,0.022007141,0.083070174,0.03689095,0.03780336,0.05594932,0.0619137,1
0.17268683,0.07371584,0.0632462,0.050076704,0.039629955,0.01771597,0.43567282,0.021957472,0.07980528,0.045493048,1
0.19210765,0.11233263,0.08903183,0.22204314,0.032904204,0.06487769,0.01956621,0.067916416,0.119084336,0.08013583,1
0.07580463,0.068765685,0.07592221,0.11743756,0.21416755,0.08334188,0.038798947,0.096740745,0.15761381,0.071407005,1
0.026559966,0.0292722,0.036884565,0.28365406,0.16357334,0.031522837,0.33266088,0.02908788,0.035400994,0.031383336,1
0.025125477,0.04036637,0.10128105,0.36087206,0.04865371,0.11935715,0.066355124,0.10410822,0.043593775,0.09028713,1
0.06941632,0.045507196,0.17417885,0.44211185,0.0591655,0.041230485,0.0418081,0.050215263,0.0342432,0.04212331,1
0.14720334,0.057354126,0.040406432,0.15438002,0.19055963,0.1087894,0.084136546,0.03745849,0.0351725,0.1445395,1
0.08875426,0.08545111,0.058970876,0.022754941,0.1314195,0.082838185,0.20181829,0.1942897,0.060581144,0.07312198,1
0.11540056,0.06934595,0.07217924,0.32492924,0.051731355,0.14551975,0.08622702,0.025378803,0.031164184,0.07812388,1
0.03445398,0.027724946,0.04021479,0.19144477,0.13556808,0.17753744,0.17988501,0.059257977,0.057036858,0.09687616,1
0.021314103,0.03709379,0.4556511,0.1322157,0.07320094,0.078689925,0.049838245,0.021681676,0.037872087,0.09244238,1
0.16205569,0.05807805,0.090424046,0.22284669,0.08611711,0.031156396,0.08067865,0.049667023,0.16986357,0.04911282,1
0.030596962,0.05322017,0.09631051,0.20861891,0.08944014,0.18315306,0.21177548,0.010871118,0.036852658,0.07916095,1
0.24223772,0.041766442,0.047653943,0.061481666,0.23427132,0.042536434,0.08546467,0.11154556,0.05829574,0.07474659,1
0.27340835,0.056550376,0.06440745,0.3286515,0.060698844,0.051197127,0.057059098,0.031066163,0.044743553,0.032217447,1
0.07043766,0.100044414,0.11160139,0.17550792,0.057796925,0.1605415,0.08070638,0.09206499,0.086793154,0.06450566,1
0.07788568,0.08360501,0.25124788,0.0603425,0.036138643,0.16313834,0.07900819,0.078490995,0.086498745,0.08364402,1
0.040223643,0.039282914,0.20649266,0.18953553,0.05844276,0.29178163,0.037318613,0.02768106,0.05571853,0.053522643,1
0.103960626,0.049138006,0.067052744,0.033586364,0.079576306,0.14108539,0.28422102,0.059455667,0.09403711,0.08788682,1
0.048819173,0.030503547,0.22507407,0.20887072,0.09928021,0.18654692,0.03369521,0.04130405,0.052773725,0.07313241,1
0.07034092,0.0359406,0.04086057,0.34077772,0.07466955,0.23802936,0.042314682,0.033252984,0.057919797,0.065893784,1
0.05657713,0.0556952,0.22460967,0.30044642,0.04238213,0.11300851,0.029504012,0.035808913,0.07106795,0.07090008,1
0.113111086,0.036716826,0.06938005,0.24041623,0.13010459,0.068636395,0.23585993,0.027564578,0.026474994,0.051735368,1
0.024860526,0.047878537,0.06545963,0.5409638,0.048951026,0.05937725,0.037797794,0.018682197,0.036592912,0.11943631,1
0.12294558,0.04086678,0.124635704,0.058455803,0.07412806,0.101038314,0.17722599,0.04807922,0.1587242,0.093900315,1
0.060068082,0.056057364,0.25152278,0.021005766,0.13526216,0.2336678,0.049106207,0.08966013,0.051492702,0.052157048,1
0.09905094,0.07357058,0.25791356,0.13673362,0.06994507,0.19390526,0.01380596,0.047131523,0.05075034,0.057193123,1
0.087038495,0.058882818,0.08282204,0.15206486,0.07582116,0.28485763,0.07880923,0.06400824,0.056097735,0.05959774,1
0.024185613,0.053327143,0.1690871,0.093270466,0.053120095,0.18854107,0.22249332,0.02290365,0.116924524,0.056147005,1
0.044332795,0.075735025,0.031952713,0.2378899,0.036905736,0.09702762,0.15243231,0.020406088,0.2575295,0.045788307,1
0.1763281,0.0290168,0.06777959,0.03218498,0.059757613,0.20586212,0.024959935,0.22468695,0.07931746,0.10010648,1
0.013510175,0.05257289,0.21704082,0.16845542,0.04445527,0.27247596,0.032238014,0.044219323,0.12948608,0.025546081,1
0.12643723,0.10208945,0.17371729,0.03899954,0.08393308,0.10912496,0.06285484,0.048228543,0.1260549,0.12856029,1
0.14837638,0.07136119,0.1383849,0.05396533,0.045542456,0.08526073,0.12640512,0.07536697,0.12486807,0.1304688,1
0.048707917,0.021272315,0.031175502,0.043524314,0.016304182,0.047082428,0.6105666,0.03647521,0.083293095,0.06159837,1
0.098365195,0.03743501,0.11009098,0.46128094,0.015499003,0.027252968,0.09428191,0.070892476,0.057907004,0.026994448,1
0.045375496,0.07133313,0.12150214,0.16966693,0.1436985,0.12048934,0.061279383,0.047026843,0.12924467,0.09038363,1
0.088242024,0.096845835,0.18158728,0.042977817,0.078377545,0.115257375,0.16340144,0.033868853,0.12028874,0.07915315,1
0.087342754,0.091120034,0.205025,0.02745524,0.11233043,0.060751602,0.1382935,0.05505918,0.15140004,0.07122215,1
0.08242309,0.08137099,0.06377641,0.1505171,0.11961149,0.1900238,0.11942271,0.04221615,0.041288935,0.109349355,1
0.123411246,0.19699404,0.108985156,0.092338584,0.052694615,0.0868875,0.037115015,0.12001894,0.022737708,0.1588172,1
0.060438577,0.068736896,0.33087647,0.05311669,0.071424015,0.091730304,0.07876894,0.0653402,0.10247409,0.077093795,1
0.1354434,0.03170477,0.2987297,0.051662195,0.06651604,0.060572196,0.024817243,0.08000301,0.17698573,0.07356572,1
0.02297619,0.038455505,0.08846654,0.27118707,0.17966802,0.121648505,0.0771542,0.03449206,0.09525949,0.070692495,1
0.07855101,0.08422698,0.07397347,0.29941273,0.04345046,0.08519149,0.064480305,0.06351384,0.098308444,0.10889125,1
0.17295383,0.056496233,0.16537103,0.28868458,0.056964707,0.042346288,0.037152674,0.052084778,0.06913662,0.058809236,1
0.14136365,0.057025064,0.26473573,0.021761598,0.15458663,0.020016937,0.19180249,0.013244273,0.09810424,0.037359472,1
0.04359741,0.033049606,0.15227024,0.14345586,0.101801425,0.108663134,0.102017924,0.086958446,0.064205214,0.16398078,1
0.069480725,0.04955314,0.25421724,0.06237224,0.043824106,0.085672006,0.07804777,0.102644764,0.06482757,0.18936047,1
0.056822333,0.051139235,0.17298423,0.20093395,0.07750331,0.087709375,0.14016233,0.122868106,0.02505162,0.064825535,1
0.05107537,0.025382472,0.18842448,0.16568103,0.10242264,0.13592093,0.028731698,0.041792918,0.11366679,0.14690164,1
0.09287344,0.06951447,0.1579983,0.27667934,0.13282147,0.08714607,0.017783094,0.0237142,0.104553804,0.036915816,1
0.070912845,0.08497017,0.056078102,0.25336245,0.016706428,0.0569411,0.07880457,0.20199251,0.13833804,0.04189377,1
0.09658258,0.071971826,0.058722597,0.27502203,0.061446205,0.07104417,0.09145966,0.061920762,0.114924625,0.09690558,1
0.042500224,0.10776497,0.06641161,0.11886234,0.057196837,0.23312579,0.11244673,0.057303376,0.118579835,0.085808344,1
0.18924285,0.058897506,0.111926205,0.040260553,0.107993096,0.13776729,0.07039589,0.043636862,0.13319474,0.10668509,1
0.17858656,0.12822711,0.20875497,0.031707812,0.05617528,0.07634216,0.14153324,0.0562857,0.04611159,0.07627552,1
0.022551643,0.26236826,0.16725123,0.27828038,0.011618297,0.022242568,0.07892153,0.018840868,0.043634262,0.09429103,1
0.12938423,0.02717304,0.1680417,0.15624738,0.18126763,0.1755959,0.014313569,0.026363702,0.07571371,0.04589919,1
0.20048587,0.078253455,0.20714802,0.08638144,0.093679085,0.0982852,0.03629331,0.0800692,0.058669902,0.06073456,1
0.13960432,0.044391133,0.13827482,0.20080385,0.05050288,0.08013982,0.0816877,0.10789752,0.09806246,0.05863549,1
0.061923932,0.09790763,0.18368271,0.19874972,0.058386017,0.08756659,0.017688882,0.06411676,0.15043151,0.079546236,1
0.4827082,0.027558718,0.035289742,0.15232362,0.029856022,0.10997026,0.035557125,0.024229214,0.049381275,0.053125944,1
0.14415789,0.09250329,0.17867357,0.01987082,0.08947742,0.07640827,0.09907137,0.06972366,0.15968205,0.07043162,1
0.048171323,0.03423419,0.22481477,0.08612749,0.009948484,0.13967603,0.0958373,0.08783699,0.10621386,0.1671396,1
0.17296131,0.13660736,0.037958033,0.25130016,0.03364113,0.049102902,0.11628079,0.06132716,0.07268293,0.06813822,1
0.06445792,0.063172795,0.088173464,0.014173728,0.057844765,0.26690134,0.17230222,0.11043331,0.06485192,0.09768858,1
0.04040769,0.052636947,0.10688086,0.17861447,0.027657803,0.38647878,0.027346464,0.079685725,0.0471794,0.053111862,1
0.030919677,0.20979373,0.21693136,0.12844937,0.029905843,0.07155442,0.08296458,0.028952783,0.13029566,0.07023251,1
0.2286342,0.026105715,0.06384571,0.283188,0.17599867,0.077287145,0.02784073,0.025685044,0.051000483,0.04041429,1
0.06054856,0.053781044,0.039311893,0.043448485,0.13136576,0.54424006,0.014717916,0.026067333,0.034870986,0.051647983,1
0.059859302,0.05436312,0.1897382,0.1361788,0.06878383,0.18549587,0.07324447,0.074915856,0.08752206,0.06989852,1
0.076273024,0.020157611,0.06786255,0.5737084,0.031745013,0.018917458,0.09641796,0.0323722,0.02979754,0.052748274,1
0.02973554,0.04133726,0.07679533,0.06766409,0.06047991,0.14609513,0.2885631,0.06367657,0.140159,0.08549404,1
0.052202817,0.04701054,0.13727108,0.22258112,0.076478295,0.09389992,0.17535515,0.025109882,0.08251182,0.087579355,1
0.3282119,0.06934934,0.20777766,0.07814942,0.030888883,0.049523253,0.02709023,0.033088997,0.08541084,0.090509474,1
0.052166678,0.023699805,0.027897205,0.70089257,0.022450067,0.018380633,0.022218224,0.050837222,0.049683616,0.031774048,1
0.061534196,0.09581051,0.16503942,0.11626286,0.058249794,0.082446955,0.123293936,0.060559742,0.15712401,0.07967849,1
0.11138738,0.11208139,0.07794555,0.10761848,0.0811621,0.20040351,0.13397467,0.04096802,0.038396716,0.09606222,1
0.041525897,0.02510392,0.25092468,0.031084538,0.028904509,0.08029712,0.1765063,0.030198673,0.14530846,0.1901459,1
0.07689173,0.04546112,0.09758123,0.17665416,0.045062874,0.21312371,0.05486209,0.060438186,0.10575192,0.12417302,1
0.10105165,0.035666212,0.18322316,0.04775254,0.043833178,0.23234853,0.0951279,0.066369414,0.09514107,0.09948629,1
0.031737555,0.04636769,0.12821981,0.316464,0.062832475,0.1315004,0.027122252,0.02924366,0.15487598,0.071636155,1
0.038316894,0.09231078,0.13287836,0.079956934,0.06326436,0.12659098,0.22660272,0.0458379,0.109414555,0.084826574,1
0.38166177,0.03370534,0.10977281,0.11616203,0.033143412,0.054287333,0.04411277,0.08914821,0.06609943,0.07190684,1
0.023119668,0.15309145,0.072582155,0.09037129,0.046804536,0.12719028,0.36771476,0.024875611,0.03723297,0.057017203,1
0.09146248,0.06111779,0.1726614,0.27174807,0.038822204,0.074532926,0.092548914,0.10154484,0.039466534,0.05609482,1
0.124123,0.0907136,0.1235124,0.08500198,0.026124861,0.25129494,0.021790456,0.047351304,0.11378044,0.11630696,1
0.044305637,0.06921311,0.08252917,0.21358645,0.057736065,0.100963205,0.17381644,0.026391428,0.02675007,0.20470844,1
0.059239805,0.054549873,0.14790168,0.05858531,0.06624865,0.028241687,0.4423702,0.031754497,0.053082146,0.058026124,1
0.03669623,0.05440932,0.12790532,0.23749025,0.1392354,0.04170065,0.19377287,0.037778344,0.065059535,0.06595207,1
0.03844402,0.07471964,0.08487288,0.030368814,0.022391617,0.0999788,0.022645354,0.49813238,0.07289412,0.055552427,1
0.12735109,0.069614016,0.12973236,0.14708793,0.111460224,0.052261043,0.044140674,0.08854829,0.17178667,0.058017768,1
0.04503971,0.03180771,0.2190467,0.14573522,0.07119905,0.18784028,0.12502867,0.05483349,0.08118101,0.038288128,1
0.0462443,0.050774414,0.03793423,0.29706898,0.08826857,0.22915761,0.11284489,0.049406793,0.036868703,0.051431507,1
