feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,outlier
-1.0648012,4.5916104,4.1465626,-2.0223267,0.3865924,2.9517415,-2.2576194,1.0722377,3.3356643,1.8781428,2.6867363,0.30688468,1.0062232,-1.1491017,0.5505071,0.49861357,0.5697842,-1.3003464,0.64954776,-0.14211634,0.86849445,0.057792857,0.2771163,-1.5293795,-0.9310313,-0.71563864,-1.2714611,-0.52679783,0.27459896,0.40360296,0.78295624,1.0700972,-0.4381354,1.4732826,-0.538346,0.34184173,-0.57399625,0.6593598,0.48274186,0.31286144,-0.5663138,0.11270883,-0.5564451,0.8306888,0.86179566,-0.16538717,0.8265057,-0.18846227,-0.48154575,-0.25470188,0.0
5.430236,0.16999774,0.22137491,-2.58529,2.221733,-0.20208402,-1.2003924,0.9839654,-1.4777211,-1.0075086,1.4920509,0.9683353,0.3749608,0.11169126,-0.78227985,0.7502062,0.21402633,-0.68165326,0.4260427,0.15846315,-0.35715568,0.80997324,-0.6078266,0.1654407,-0.68946993,-0.016967332,0.32492784,0.42127922,-0.28495327,-0.12321641,0.23686655,-0.3831594,0.055563897,-0.2536618,0.50947624,0.26899692,0.20733052,0.023897255,0.1397449,0.06260467,-0.0454799,-0.09179573,0.2452106,-0.46799627,0.33806586,0.08837618,-0.018952882,-0.3525359,-0.09872252,0.27174577,0.0
-2.9896598,0.4902139,3.0424194,-0.8113132,0.23792554,0.80830824,-0.099501535,0.29993436,0.5780672,-1.3405073,-1.3926315,-0.54154307,-0.277117,-0.9744226,0.33083567,-0.6243016,1.6356714,0.1611043,-0.57686454,0.67220116,0.45480326,-0.013512557,0.5854069,1.4899379,-0.032802254,0.20430905,-0.9618554,1.0443294,-0.57201767,0.31918082,0.28890756,1.085172,0.11296769,-1.3930112,0.61800605,-0.4914758,-0.12073672,0.7133971,-0.18117405,0.45696744,0.016416226,-0.026753098,-0.061690778,0.16546272,0.05446014,-0.3428364,0.18535529,-0.50394684,0.27756548,-0.4667452,0.0
4.6669807,0.5731933,0.3920767,4.130862,-2.0182993,-1.6512127,-1.9141221,0.6527453,0.32804188,1.1629539,-0.5844423,-0.4788442,0.6501341,-1.1132312,-0.6452697,0.0029716347,0.6390478,-0.040311508,0.14195326,0.009220039,0.4685522,1.1696193,0.011731479,-0.520195,0.23008919,-0.28574225,-0.2603919,0.09825684,-0.3678153,-0.15134564,0.25326574,0.18711884,-0.0013264135,-0.30776784,0.13284238,-0.31676355,-0.075777546,-0.4818234,-0.81936014,0.29315266,-0.09829886,0.27221343,-0.07256079,-0.2535631,-0.55811095,0.20307966,-0.47577006,-0.12139525,-0.006000468,-0.046408925,0.0
4.866883,-2.1564848,4.2196064,0.88630563,-0.8354949,-1.2986364,1.9611169,-1.353072,-0.1965445,1.610228,0.4374111,-0.025463238,0.55280477,0.6719936,0.9126716,-0.15896441,0.21322477,-0.11460109,-1.1836939,0.27775365,-0.41867927,0.46971402,-0.162535,-0.41109693,-0.14767049,0.19929662,0.8356352,-0.23091371,-0.37000108,0.25150788,-0.5119764,-0.27824315,0.16914745,0.081477664,-0.16106752,0.016721139,-0.4319917,0.10757766,0.14681034,0.5363879,-0.24084133,-0.17303388,-0.065041244,0.06934955,-0.1820307,0.5236287,0.47914717,-0.17506231,-0.11183521,0.29846668,0.0
-3.0669994,3.1257489,3.5341666,-1.0378968,-1.4863802,-0.5010175,-1.4921192,0.6404371,1.2780337,-1.7886217,-0.08663926,-0.3838096,1.1880258,-0.07436633,-0.6305127,-1.7415957,1.5419625,0.019515779,-0.051756125,-0.44715452,0.89083457,0.44642493,-0.5801671,0.045634,-0.3242964,-0.13036849,0.5209301,-0.24974728,-0.15866353,0.21647877,0.552886,0.33457202,0.43870747,-0.13834591,0.3882965,-0.8067764,-0.34012493,-0.32256168,0.3069636,-0.057634257,-0.008443686,-0.6291013,0.5185014,-0.13369589,-0.0625467,0.704513,0.9430412,0.42119896,0.18508679,-0.21874863,0.0
3.2161052,2.1668327,-0.67789364,1.4310004,-2.0317435,-1.7675854,-3.0916965,0.80801445,0.23192693,-1.4029822,-1.1566255,-0.6355674,-0.274408,0.13510053,-0.52076983,-0.4058349,0.31650653,-0.2392595,0.08842266,0.49585772,0.043080863,-0.13122098,-0.5940263,-0.5638654,0.029647047,0.12635466,0.15961099,0.17247696,-0.43538252,-0.48645055,0.4882524,0.38644975,-0.3959984,0.21359584,-0.04723211,-0.11140539,-0.40522352,0.034679994,-0.095703304,0.09432695,-0.0074646478,0.08965122,0.0071979207,-0.0295245,-0.04753987,0.41947454,-0.24859501,-0.37521273,-0.17977126,-0.27825138,0.0
5.105529,-1.5530558,2.6280262,-0.053857572,0.045303456,-1.1838461,0.3256666,-0.6683713,-0.9362679,0.43144578,1.299429,-0.5777146,-0.32759467,-0.41388643,0.22707559,-0.6038118,-0.23523827,-0.39240763,-0.51836973,0.6587958,-0.25414065,0.13598987,-0.591162,0.24277999,0.26298946,-0.12032915,-0.10216866,0.059272002,-0.79610735,0.2445018,-0.24728303,-0.72972953,0.6057484,-0.32246563,0.20789032,-0.35950413,-0.43510124,-0.42481497,1.1346674,-0.29502994,0.1951676,0.19076496,0.6666689,-0.08563325,0.0883123,-0.0055974196,0.22366793,-0.57322985,0.14085658,0.2836585,0.0
-3.8417935,0.6152791,3.75875,-1.8881465,-0.3095414,3.1633224,-1.3327731,2.0201175,0.000893485,-0.82285064,-0.8265974,-0.5827841,1.435702,-0.60735166,0.7031353,-0.24076167,-0.25063294,0.06550704,-1.0826452,-0.36566967,-0.0331041,0.90242606,-0.5613518,-0.40730673,0.22072193,-0.37917772,-0.6722029,-0.051946755,0.95494807,0.1957384,-0.07451663,-0.25346756,-0.5403255,-0.691965,0.1337226,-0.2722077,-0.023972094,0.118701816,-0.3966905,0.2767658,0.44648558,-0.2577081,0.284563,0.14532219,0.8262129,0.44199055,0.052664176,-0.26297504,-0.036111057,-0.36638185,0.0
3.1573312,3.0980256,-2.7883213,-0.02967829,-0.026242914,1.5842478,-1.6128808,0.6426617,-1.6905525,-0.7256902,-0.5441778,-0.8105139,-0.6414815,-0.095153384,0.45419875,-0.7128692,-0.48868623,-0.6704734,-0.18775287,1.0886716,-0.64325666,-0.7752247,1.632309,-0.33364642,-0.079950444,0.5639077,1.3980374,-0.85494196,0.47481745,0.40337425,-0.8430015,-1.1322057,-0.5638176,0.42702654,0.27335253,-0.26367375,-1.1440134,0.0509557,0.083885744,-0.71932214,0.16128828,-0.133186,0.14885299,-0.15592714,-0.15339999,-0.13385664,0.29615673,0.21544491,-0.35015744,0.8021611,0.0
1.2536343,1.5650239,-2.9943473,-0.459111,1.5374845,-1.6441511,-1.7171719,0.69294983,-1.3420898,0.3039922,-0.29028958,0.17221259,0.05215768,-0.5816497,0.45477578,-0.32617077,-1.2301334,0.6831159,-0.46149412,0.35913172,-0.12292152,-0.85531265,-0.59505826,-1.0447084,0.22229989,0.18143009,-0.33739743,-0.7227743,0.62886,0.5198824,0.41430998,0.33630386,-0.16687897,0.15018873,0.9877813,0.55300486,0.043538935,0.29821044,-0.334836,-0.3652891,0.11988805,0.2545903,0.020408807,0.11285456,0.063948825,-0.17783351,0.0013272068,-0.40624312,-0.16705169,0.4073989,0.0
-3.2997985,-1.1463854,3.0620959,-1.203084,-1.5838615,-0.08463476,-2.9450107,1.1850584,-0.09278822,-1.2314479,0.14249389,0.18377966,0.063829966,0.8203253,0.45721737,-0.2648558,0.033436205,0.12518214,-0.5332701,-0.17890619,0.71503913,-0.30278826,0.39079306,0.12153344,0.7645823,0.2596952,-0.103270344,-0.22011128,0.78380436,0.38938394,-0.008111064,0.14094438,-0.41087368,-0.16592479,0.5257398,-0.81122625,-0.23489158,0.045139905,-0.08146061,0.51990634,0.2465374,-0.23372775,-0.013524807,-0.38159493,-0.32228878,-0.24710326,0.022731466,0.05769568,0.5747117,-0.029887537,0.0
-3.1985676,-5.2831655,2.3541691,-0.41820875,-1.9262303,0.71571004,-1.5294569,0.047077592,-0.6169528,1.7485561,0.10830078,-0.08515239,-1.0499718,0.16798522,-0.078988105,-0.039685186,0.42261702,0.11683478,0.45010602,-0.46418026,-0.49844444,-0.5384583,0.21626952,-0.9433357,0.028366918,1.0154301,0.16427045,0.053529978,-0.31910098,-0.46302086,-0.1748132,-0.031201893,0.21998213,-0.210588,-0.0037115822,-0.526989,0.48659414,-0.27873224,0.19826178,-0.017603789,-0.33329564,-0.32959226,-0.21524793,0.41807163,0.22377083,-0.38032392,-0.17261907,-0.06691902,-0.10693461,0.014808893,0.0
5.5499315,0.2749368,3.5631397,0.007900486,-0.02142837,-0.7471505,1.556107,0.34866825,-1.8475474,0.5565972,-0.15065387,0.59454393,-0.08903392,0.8544757,0.4303375,-0.5900386,-0.21021093,-0.82319957,-0.32487687,1.0844424,0.043028034,-0.017905883,0.3618967,-0.17311412,0.18302014,-0.8190318,0.42467162,-0.4745079,-0.3394359,0.19366248,0.5073688,0.31996205,0.02647042,0.109162375,0.06825143,-0.2778548,-0.35472405,-0.24902062,-0.55273986,-0.3568737,-0.17765431,-0.06530206,-0.07626291,0.15479125,0.23394015,-0.049218487,-0.28267524,-0.07667374,0.08109405,-0.2437412,0.0
5.4947762,-0.9775444,3.9419768,0.62556756,-0.020361235,-1.6336436,2.158292,-0.31904337,-0.38410008,1.6540238,-0.3699065,0.968535,-0.12080866,0.31087044,1.2466667,-0.82338446,-0.42716554,-0.6452607,-0.67195106,0.48368955,-0.37791196,0.39129606,-0.2728949,-0.305918,0.18333696,0.06678604,0.4288125,-0.5516509,0.12808517,0.30216816,0.19763798,0.38792777,-0.40641817,-0.03135455,0.0834873,0.1855579,-0.25189626,0.1861727,-0.45589572,0.0065389485,-0.5175471,0.30682436,-0.10911943,-0.11319558,0.28440106,-0.24138165,-0.51888585,0.23973751,0.05353162,-0.038481906,0.0
0.83042777,-0.25480855,-2.0654385,1.2958018,0.2039641,-0.6840023,-1.9754912,-1.4164023,-1.0851091,0.20772982,-0.7469729,-0.5268414,-0.12087598,-0.95682496,-0.10553736,0.10372425,0.44560292,1.2156962,-0.31479228,0.019622032,0.46047816,-0.26979738,-0.35214886,-0.7633645,0.042783044,0.011673843,-0.6538031,0.039392974,0.16030422,0.6790446,-0.060608905,0.5832799,0.1536786,0.35362568,0.36190772,0.0001967157,-0.35029775,0.2736501,0.04898573,-0.1223136,0.07591655,-0.34844682,-0.4758532,0.30694583,-0.5180816,0.12727766,0.23099141,-0.042626817,-0.32861343,-0.2173686,0.0
-3.0836642,2.9474819,3.6793776,-3.113975,-0.198354,2.3918285,-2.1353207,2.491497,0.43248257,-0.12831172,0.8356303,0.7808059,1.671788,-1.1161481,2.0837374,-0.63860875,0.9027069,-0.21849163,-0.87882227,-0.12350019,0.7332033,0.46263853,-0.29544002,0.07453306,-0.5098692,0.24077031,-0.6499108,-1.1828423,1.0470654,0.25177246,-0.48695466,0.6017067,-1.0308763,-0.031395294,0.1998717,-0.0026382564,-0.4611568,-0.5855941,0.63160354,0.26458818,0.5939589,-0.84568375,0.7246961,0.2781055,-0.45965064,0.3102081,-0.09682075,0.116414346,0.06048803,0.18985167,0.0
4.949742,0.56481,-1.1946474,0.66746455,0.84034663,-0.9477252,-2.704755,0.464038,0.3561289,1.2819678,0.13293192,1.3364356,-0.15538564,-1.5407399,-0.2753747,0.48222432,-1.1729027,-0.04260003,-0.19382492,0.4497835,-0.8026429,0.11192903,-1.1133237,0.38017264,0.276922,0.26651806,-0.53563404,-0.2424412,0.0077616707,0.08552275,-0.08342011,0.17670703,0.27350074,-0.748539,-0.04278573,-0.36159956,0.09123768,0.06806962,-0.39497095,-0.6929198,0.037408225,-0.021805847,0.6947193,-0.5204183,0.17570576,-0.14454469,0.23793718,-0.2909639,0.07027761,0.2888844,0.0
4.9258,-2.9707909,3.229745,0.66050285,0.0965115,-1.930348,1.6047804,-0.28948453,1.4224136,1.5493994,0.6442758,0.58163893,0.44769028,-0.5423715,1.1077902,-0.19497412,-0.087610684,0.3379932,-0.9394011,-0.01238522,-0.87060213,0.47959515,-0.6183878,-0.29462248,-0.8158463,0.6327366,0.289795,0.34868196,0.6563545,0.71813375,0.07037257,0.23092796,0.044576097,-0.29047656,0.2419674,-0.12958746,-0.21069635,0.33753493,0.32610235,0.16348746,-0.5373612,0.5431182,-0.034074903,-0.40481812,-0.1842475,0.47381178,-0.255402,-0.08413765,0.23382677,0.17885056,0.0
-2.9829574,-2.3541052,1.061392,-0.20288397,1.7660226,1.6311157,1.4456941,3.98178,0.0074445675,-0.12603335,-1.8645468,-1.5659512,0.25980625,-0.3591606,0.856288,1.093186,0.10628259,0.55901307,0.09573155,0.115073785,-1.5686053,0.87479806,-0.6149822,-0.5069747,0.752205,-1.1845316,0.4553595,0.5122448,0.27153948,-0.42509854,0.51704943,-0.7246248,0.082139954,-0.2612455,0.014067893,0.01794851,-0.09058455,-0.19216664,0.31465134,-0.17209414,-0.8857145,0.46850422,0.16061997,-0.3822097,-1.1727577,-0.22675635,0.15059295,0.32898873,-0.43635634,-0.23815979,0.0
5.303262,0.18827224,2.644696,-0.3758885,0.45196992,-1.1186119,1.357273,0.875144,-0.5458613,0.30559143,-0.8950252,0.4328193,-1.1066765,0.09416207,0.4646637,-0.89478654,-0.6368818,-0.52334756,0.14508681,0.42536736,-0.21495844,-0.15255472,0.16447979,-0.06891153,0.38865957,-0.23940946,-0.6380714,-0.26412922,0.027789358,0.25289896,0.4844964,0.32660058,-0.44190922,-0.09060321,0.2189485,0.33620426,-0.17260432,0.027107578,0.4262143,-0.30918676,0.0871868,-0.22187303,0.20232505,0.14796719,-0.3558292,-0.20260704,-0.84560376,-0.112644635,0.47749797,0.029642144,0.0
-1.1378552,4.918761,4.4821477,-2.254915,0.27160212,4.1493516,-2.0429657,1.4006748,2.1151547,-0.119107366,1.8866105,0.6297053,1.6288513,-1.6204219,1.1293058,0.009221989,1.0804356,-0.7986464,-0.22094308,0.8359278,0.59461224,-0.06299396,-0.15643962,-0.50003046,-0.49262485,-0.746619,-1.0826055,-1.2619916,0.91078997,-0.11483578,1.0552436,1.1649313,-1.0805769,0.5181277,0.12072065,0.14325769,-0.51841086,0.3279452,1.5554417,0.9232757,-0.4245847,-0.08669764,0.44430673,0.97963434,1.1642072,-0.58574873,0.084789485,-0.039300796,-0.2953818,-0.35553768,0.0
-2.837591,-0.7583389,3.305514,-1.5511115,-0.9355906,0.99071604,-1.4837358,0.61532044,-0.35611716,-0.97996175,-0.9029876,0.5182702,0.15509042,-0.18059643,0.56273293,-0.5032217,-0.26348686,0.48207358,-0.8572177,-0.47189182,0.5499277,-0.45516548,-0.20463133,0.5709712,-0.041072387,-0.42332184,-0.562622,-0.024148645,-0.02234218,-0.08112145,-0.5090638,0.44191897,-0.63938445,-0.5505116,0.41165096,-0.60653967,-0.0670102,0.11707462,-0.2553761,0.16657403,0.7023079,-0.3065228,0.10039837,-0.39268133,-0.28496912,0.34060565,0.2763245,0.15608922,0.40262553,-0.07841425,0.0
3.5955174,2.8331838,-0.2089275,0.5017768,-1.3032544,-0.9829365,-0.7224259,1.6353756,-0.5896313,-2.0846899,-1.4337013,0.3420116,-1.258011,-0.23120886,-0.07519373,-0.91484004,0.16285492,-0.6096711,0.5856935,-0.19001871,0.10796832,0.289496,0.11269279,-0.38916278,-0.67118967,0.4123695,-0.12861688,-0.53941613,-0.51175565,-1.2903323,0.36229706,0.7288372,0.036799293,0.26388445,0.03529973,0.27775636,0.56886494,0.33397317,-0.10077402,0.10010873,0.27523538,0.36612192,-0.15975398,0.10049037,-0.44319847,0.47827268,-0.29663888,0.22581303,-0.4907195,-0.46643922,0.0
2.7122068,0.6776263,-0.20695151,0.3732491,0.27190152,-1.6880741,-1.2028977,0.059257984,-0.82999575,0.6944234,0.71783614,-1.2830327,-0.024514085,-0.76570106,-0.23315088,-0.07049562,-0.43515688,0.7420874,-0.30721512,-0.730341,-0.60962915,-0.74072415,0.61708003,-0.17386325,-0.15945183,0.15304182,0.0009068916,-1.1042132,-0.13168639,-0.08585554,-0.68838716,-0.53710663,0.12031914,-0.16712227,-0.2204682,0.22779953,0.01810272,0.11691456,-0.39313498,0.59010506,0.4424347,-0.13662027,0.20780349,-0.1906502,0.057702664,0.002585559,-0.06962393,-0.3550696,0.2755028,0.21994288,0.0
0.8974984,4.3391995,-0.8773222,-0.1423183,-1.7351886,-2.540917,-2.064361,0.7027253,-0.83088773,0.5382333,-0.90724653,-0.67825264,0.10792464,1.0817518,-1.372383,-0.036227535,1.5765966,-0.30060446,0.33901387,-1.2921855,-0.36981896,-1.0009102,-0.6347061,-0.03426366,-0.07068712,0.8498908,0.15767348,-0.119733274,0.3444704,-0.026586575,0.20432879,0.3995334,0.7349129,-0.024365455,-0.12834318,0.50445974,-0.41109657,0.07134021,0.30972522,-0.29814452,-0.28028125,0.16110283,-0.39892608,0.04993567,-0.12087227,0.44938546,0.51999086,0.09242844,0.011940065,-0.050990324,0.0
-2.7934897,-1.4008256,2.4557278,-0.18741645,-0.19167385,-0.08599414,0.78852785,-0.8529952,-0.051214945,-1.1792262,-1.8594004,-0.4196475,-1.1646069,-0.52168643,-0.13063103,-0.2129666,1.1312754,0.6093515,-0.36466825,-0.17112017,-0.049632262,-0.11382694,-0.13851215,0.9833098,-0.36041865,0.0245143,-0.5165602,0.58904934,-0.7570769,-0.3024709,0.14924115,0.74214935,0.06397449,-1.2206775,0.21960513,0.26506403,-0.037568394,0.48005557,-0.68169117,0.0016433216,0.088572785,0.29746622,-0.15370914,-0.055950936,0.055107016,0.1219763,0.07205111,-0.41174105,-0.02706936,-0.034624074,0.0
4.893668,-0.39095882,2.5248785,-0.9441076,-0.36665273,-0.5810602,0.8682525,-0.8332073,-1.4849547,-0.115526125,-0.02188182,-1.1424664,-0.25564015,0.7213017,-0.02753716,-0.6247459,-0.74759775,-0.11947938,0.020750474,0.80993485,0.071144536,-0.21676764,-0.145579,0.27699116,0.59589404,-0.5682687,-0.38971907,-0.44282278,-0.5727185,-0.20194028,-0.11650107,-0.3758967,0.31731096,0.16719116,0.4757707,0.04304241,-0.11892043,-0.23067075,0.34634152,-0.2077097,0.22245023,-0.25367004,-0.17715256,0.55991703,0.007554981,0.111744635,0.1715216,-0.28213635,-0.30714434,-0.05344568,0.0
5.0337086,0.9812515,1.1784104,-2.1535692,1.7033081,0.1087115,-0.24859712,0.8887743,-2.8154376,-0.5594268,0.23730645,0.023068644,-0.21430834,0.26483735,-0.79055357,-0.8580214,0.3307074,-0.29934552,0.5122526,0.98034114,0.18852101,-0.3649158,0.57542825,-0.08707436,0.13585225,-0.5449482,-0.19687968,0.37783507,-0.33936593,-0.10387844,0.33377564,0.092805244,-0.1359039,0.13849811,-0.20214471,0.07586964,0.10268511,-0.13351673,0.59278035,-0.47946715,-0.37992,-0.43942657,0.07095343,-0.42367786,0.08359351,-0.18531173,-0.21942459,-0.13732025,-0.00085759355,0.044879653,0.0
